product_id,product_name,category,brand,price,cost
P00333,Samsung Accessories Model 333,Accessories,Acer,4564.2,3520.33
P00334,LG Accessories Model 334,Accessories,Huawei,12976.6,10127.4
P00335,Samsung Laptops Model 335,Laptops,Asus,49266.02,33196.7
P00336,Logitech Smartphones Model 336,Smartphones,Xiaomi,84222.94,57934.16
P00337,Huawei Accessories Model 337,Accessories,Samsung,4081.28,3062.2
P00338,Huawei Gaming Model 338,Gaming,Logitech,61245.68,37036.26
P00339,Huawei Smartphones Model 339,Smartphones,Samsung,54668.79,33842.49
P00340,Xiaomi Smartphones Model 340,Smartphones,Huawei,81887.12,64543.93
P00341,LG Gaming Model 341,Gaming,Xiaomi,7366.84,4445.89
P00342,Asus Smart Home Model 342,Smart Home,LG,38651.61,22325.44
P00343,Xiaomi Accessories Model 343,Accessories,Samsung,5222.09,3126.13
P00344,Lenovo Smart Home Model 344,Smart Home,Asus,49825.4,36861.7
P00345,Acer TV Model 345,TV,Apple,75917.28,54656.48
P00346,Sony Accessories Model 346,Accessories,Asus,7077.8,5011.85
P00347,Lenovo Smartphones Model 347,Smartphones,Asus,144270.41,100876.95
P00348,Acer Laptops Model 348,Laptops,Samsung,245621.8,168392.17
P00349,LG Smart Home Model 349,Smart Home,Asus,28270.11,15703.53
P00350,Xiaomi Gaming Model 350,Gaming,Apple,82062.28,60721.7
P00351,Lenovo Smart Home Model 351,Smart Home,LG,18600.94,14388.28
P00352,Acer Headphones Model 352,Headphones,Sony,24345.81,16518.88
P00353,Samsung Smartphones Model 353,Smartphones,Huawei,65947.8,49330.34
P00354,Samsung Smart Home Model 354,Smart Home,Lenovo,3707.67,2737.54
P00355,Xiaomi Headphones Model 355,Headphones,Logitech,17883.26,14105.71
P00356,Huawei Laptops Model 356,Laptops,Lenovo,182830.13,145713.44
P00357,LG TV Model 357,TV,Asus,65878.35,44086.8
P00358,Sony Accessories Model 358,Accessories,Logitech,14679.55,11719.08
P00359,Sony Gaming Model 359,Gaming,Logitech,92506.49,67590.92
P00360,Huawei Laptops Model 360,Laptops,Sony,191437.92,129119.93
P00361,Xiaomi Gaming Model 361,Gaming,Logitech,101256.29,57248.0
P00362,Acer Accessories Model 362,Accessories,Huawei,7920.2,5465.35
P00363,Apple Laptops Model 363,Laptops,Sony,96225.74,75561.24
P00364,Sony Smartphones Model 364,Smartphones,Xiaomi,144986.85,95746.28
P00365,Sony Smart Home Model 365,Smart Home,Lenovo,44521.05,31357.04
P00366,Asus Accessories Model 366,Accessories,Xiaomi,8480.94,6136.86
P00367,Lenovo Smart Home Model 367,Smart Home,Sony,10717.11,6419.15
P00368,Xiaomi TV Model 368,TV,Sony,123112.38,73274.65
P00369,Sony Headphones Model 369,Headphones,Acer,2155.25,1376.22
P00370,Asus TV Model 370,TV,Asus,78058.21,50895.28
P00371,Logitech TV Model 371,TV,Asus,80678.58,60163.97
P00372,Sony Headphones Model 372,Headphones,Huawei,6849.25,5078.51
P00373,Apple Smartphones Model 373,Smartphones,Asus,125903.65,85258.01
P00374,Xiaomi Headphones Model 374,Headphones,Sony,10506.01,6159.13
P00375,Huawei Accessories Model 375,Accessories,Logitech,13999.61,9753.42
P00376,Sony Headphones Model 376,Headphones,LG,14333.29,8668.18
P00377,Apple Gaming Model 377,Gaming,LG,62896.83,43592.03
P00378,Logitech Headphones Model 378,Headphones,Asus,4277.36,2604.94
P00379,Lenovo Laptops Model 379,Laptops,Asus,206360.09,133644.79
P00380,Acer Laptops Model 380,Laptops,Xiaomi,219058.65,141679.22
P00381,LG Headphones Model 381,Headphones,Sony,30190.28,17071.53
P00382,Logitech Gaming Model 382,Gaming,Xiaomi,69022.76,45171.39
P00383,Samsung Headphones Model 383,Headphones,Apple,23024.88,17409.21
P00384,Acer Laptops Model 384,Laptops,Samsung,188805.4,114892.71
P00385,Lenovo Headphones Model 385,Headphones,Sony,29259.09,21854.16
P00386,Acer Headphones Model 386,Headphones,LG,8046.6,5048.7
P00387,Sony Gaming Model 387,Gaming,Xiaomi,27124.07,20491.36
P00388,LG Laptops Model 388,Laptops,Acer,245630.86,196382.84
P00389,Acer TV Model 389,TV,Logitech,88167.06,60264.83
P00390,Lenovo Smartphones Model 390,Smartphones,Asus,35072.26,22650.79
P00391,Acer TV Model 391,TV,Asus,137628.3,87375.44
P00392,Samsung Headphones Model 392,Headphones,Apple,30957.34,19361.04
P00393,Sony TV Model 393,TV,LG,148882.66,95972.43
P00394,Lenovo Smart Home Model 394,Smart Home,Logitech,46474.61,25958.35
P00395,Logitech Headphones Model 395,Headphones,Lenovo,27433.03,20300.6
P00396,Xiaomi Gaming Model 396,Gaming,Acer,35368.51,21445.13
P00397,Xiaomi Headphones Model 397,Headphones,Xiaomi,36205.24,20635.53
P00398,Sony TV Model 398,TV,Samsung,51175.35,37549.41
P00399,Apple TV Model 399,TV,Acer,153064.56,96802.71
P00400,Apple Smart Home Model 400,Smart Home,Apple,29189.17,23342.53
P00401,Asus Smart Home Model 401,Smart Home,Lenovo,41041.03,23346.34
P00402,Xiaomi Smartphones Model 402,Smartphones,Samsung,43825.0,24288.55
P00403,Asus Smartphones Model 403,Smartphones,Samsung,39038.83,29192.7
P00404,LG TV Model 404,TV,Xiaomi,87610.03,50177.98
P00405,LG Gaming Model 405,Gaming,Asus,55916.74,40883.18
P00406,Samsung Accessories Model 406,Accessories,Asus,3362.72,2355.92
P00407,Sony TV Model 407,TV,Apple,81527.28,62553.35
P00408,Logitech TV Model 408,TV,Asus,80025.39,58525.25
P00409,Acer Smartphones Model 409,Smartphones,Samsung,128581.8,77370.51
P00410,Lenovo TV Model 410,TV,Asus,162870.15,120277.82
P00411,Sony Smart Home Model 411,Smart Home,LG,56028.14,32467.37
P00412,LG Smart Home Model 412,Smart Home,Samsung,20796.72,16527.23
P00413,Logitech Accessories Model 413,Accessories,LG,14584.28,11223.55
P00414,Samsung Accessories Model 414,Accessories,Lenovo,3284.51,1832.89
P00415,Lenovo Smartphones Model 415,Smartphones,Samsung,82349.7,55701.56
P00416,Apple Gaming Model 416,Gaming,Apple,50512.14,39022.4
P00417,Samsung Gaming Model 417,Gaming,Apple,85359.35,62203.11
P00418,Asus Gaming Model 418,Gaming,Sony,98981.04,56583.93
P00419,Apple Smartphones Model 419,Smartphones,Sony,130438.22,74285.5
P00420,Lenovo Accessories Model 420,Accessories,Lenovo,8812.81,5749.39
P00421,Xiaomi TV Model 421,TV,Lenovo,147646.45,117156.65
P00422,Xiaomi TV Model 422,TV,LG,163679.24,115946.82
P00423,Samsung Accessories Model 423,Accessories,Logitech,11862.09,8592.59
P00424,Samsung Smart Home Model 424,Smart Home,Lenovo,29560.97,18535.66
P00425,Lenovo TV Model 425,TV,Samsung,88443.98,62483.01
P00426,Logitech Smartphones Model 426,Smartphones,Sony,102696.65,67721.35
P00427,Acer Headphones Model 427,Headphones,Sony,9987.65,7678.77
P00428,LG Gaming Model 428,Gaming,Apple,55662.2,37798.44
P00429,Logitech Laptops Model 429,Laptops,Acer,147414.08,91727.56
P00430,LG Headphones Model 430,Headphones,Xiaomi,4484.08,2963.43
P00431,LG Laptops Model 431,Laptops,Acer,215770.45,122601.6
P00432,Apple Accessories Model 432,Accessories,Huawei,9998.36,5984.63
P00433,Sony Smartphones Model 433,Smartphones,Asus,97135.2,75254.03
P00434,Sony TV Model 434,TV,Xiaomi,95887.44,54169.77
P00435,Asus Smartphones Model 435,Smartphones,Sony,72843.87,46945.43
P00436,Apple Laptops Model 436,Laptops,LG,197291.68,140822.08
P00437,LG Laptops Model 437,Laptops,Sony,124829.55,87807.0
P00438,Huawei Smartphones Model 438,Smartphones,Apple,73234.72,53261.37
P00439,Huawei Smart Home Model 439,Smart Home,Acer,41892.01,26382.18
P00440,Huawei Laptops Model 440,Laptops,Lenovo,199900.86,122693.47
P00441,Sony Smartphones Model 441,Smartphones,Lenovo,67987.77,52250.32
P00442,Sony Headphones Model 442,Headphones,LG,22306.74,17588.67
P00443,Xiaomi TV Model 443,TV,Samsung,83395.64,48636.88
P00444,Logitech Smart Home Model 444,Smart Home,LG,10416.31,6825.51
P00445,Xiaomi Headphones Model 445,Headphones,Huawei,8174.47,6450.63
P00446,Apple Accessories Model 446,Accessories,Sony,14387.91,9448.53
P00447,Lenovo Accessories Model 447,Accessories,Samsung,14957.36,9282.18
P00448,Apple Smartphones Model 448,Smartphones,Lenovo,41319.53,28016.95
P00449,Huawei Gaming Model 449,Gaming,Sony,99052.69,67200.48
P00450,Samsung Laptops Model 450,Laptops,Xiaomi,238484.6,163532.19
P00451,Huawei Smart Home Model 451,Smart Home,Lenovo,5584.57,4103.09
P00452,Logitech Smart Home Model 452,Smart Home,LG,52670.64,34368.7
P00453,Sony Laptops Model 453,Laptops,Logitech,187844.98,127575.18
P00454,Acer Laptops Model 454,Laptops,Xiaomi,117989.29,88042.9
P00455,Acer Headphones Model 455,Headphones,LG,4990.87,2963.79
P00456,Acer TV Model 456,TV,Xiaomi,119900.15,67918.28
P00457,Samsung TV Model 457,TV,LG,160609.3,112061.8
P00458,Asus Gaming Model 458,Gaming,Lenovo,57289.83,37649.1
P00459,Huawei Gaming Model 459,Gaming,Samsung,28001.22,18621.32
P00460,Acer Smartphones Model 460,Smartphones,Asus,98285.5,68883.65
P00461,Asus Accessories Model 461,Accessories,Samsung,9165.54,5833.21
P00462,Lenovo Accessories Model 462,Accessories,Xiaomi,8607.06,5334.65
P00463,Asus Accessories Model 463,Accessories,Huawei,3652.97,2829.68
P00464,LG Headphones Model 464,Headphones,Lenovo,13328.39,8074.18
P00465,Acer TV Model 465,TV,Xiaomi,82639.64,62419.09
P00466,Sony Accessories Model 466,Accessories,LG,11834.33,8112.06
P00467,Lenovo Headphones Model 467,Headphones,Sony,4748.05,3184.59
P00468,Asus Laptops Model 468,Laptops,Xiaomi,234417.59,145030.01
P00469,Logitech Headphones Model 469,Headphones,Huawei,6344.54,3923.42
P00470,Acer Smart Home Model 470,Smart Home,Lenovo,44345.48,32361.75
P00471,Sony Accessories Model 471,Accessories,Acer,7056.33,4278.37
P00472,LG Laptops Model 472,Laptops,Asus,225468.58,142496.05
P00473,Sony TV Model 473,TV,Logitech,58858.34,34818.53
P00474,Apple Smartphones Model 474,Smartphones,Apple,59840.91,41562.57
P00475,Sony TV Model 475,TV,Sony,76639.02,52973.19
P00476,LG Smartphones Model 476,Smartphones,Samsung,134201.72,105787.27
P00477,Acer Smartphones Model 477,Smartphones,Acer,119863.74,71598.72
P00478,Huawei Smartphones Model 478,Smartphones,Apple,124154.98,98071.96
P00479,Acer Smart Home Model 479,Smart Home,Asus,32092.3,20438.54
P00480,Samsung Smartphones Model 480,Smartphones,Huawei,39070.4,22248.3
P00481,Lenovo TV Model 481,TV,Acer,150227.98,114894.83
P00482,Asus Laptops Model 482,Laptops,Sony,124455.4,71293.09
P00483,Logitech Laptops Model 483,Laptops,Lenovo,65184.47,46416.96
P00484,Apple Headphones Model 484,Headphones,LG,38204.37,28582.0
P00485,Lenovo TV Model 485,TV,Xiaomi,148911.66,117590.23
P00486,Xiaomi Headphones Model 486,Headphones,Acer,4799.12,3293.22
P00487,Acer Laptops Model 487,Laptops,Asus,189512.65,116055.29
P00488,Lenovo Smart Home Model 488,Smart Home,Logitech,5976.76,4661.92
P00489,Xiaomi Laptops Model 489,Laptops,Asus,234812.33,174641.12
P00490,Acer Headphones Model 490,Headphones,Lenovo,35058.14,24183.13
P00491,Acer TV Model 491,TV,Huawei,24398.93,14638.43
P00492,Lenovo TV Model 492,TV,Logitech,150668.37,110507.67
P00493,Acer Accessories Model 493,Accessories,Asus,14191.8,8109.91
P00494,Asus Gaming Model 494,Gaming,LG,88456.4,54432.43
P00495,LG Accessories Model 495,Accessories,Samsung,8156.4,6039.28
P00496,Huawei Smartphones Model 496,Smartphones,Logitech,140287.28,83291.19
P00497,Logitech TV Model 497,TV,Sony,63084.24,37827.03
P00498,Samsung Gaming Model 498,Gaming,Apple,14734.74,11604.44
P00499,Samsung Headphones Model 499,Headphones,Apple,14542.69,9561.28
P00500,LG Accessories Model 500,Accessories,Apple,11979.37,8213.25
P00501,Lenovo TV Model 501,TV,LG,96854.65,56858.99
P00502,Acer Headphones Model 502,Headphones,LG,32612.51,21903.38
P00503,Acer TV Model 503,TV,Asus,29944.31,19481.1
P00504,Xiaomi Laptops Model 504,Laptops,Logitech,41675.48,30866.44
P00505,LG Laptops Model 505,Laptops,Sony,166205.23,112420.98
P00506,Sony Gaming Model 506,Gaming,Sony,68386.66,45773.95
P00507,Logitech Smart Home Model 507,Smart Home,Apple,7499.31,5173.47
P00508,Lenovo Gaming Model 508,Gaming,Acer,72210.16,44630.07
P00509,LG Laptops Model 509,Laptops,Huawei,163845.27,125750.7
P00510,Logitech Gaming Model 510,Gaming,Xiaomi,45226.5,32180.77
P00511,Apple Accessories Model 511,Accessories,Acer,14063.99,9609.7
P00512,Acer Headphones Model 512,Headphones,Asus,24609.83,14159.89
P00513,Huawei Laptops Model 513,Laptops,Logitech,242658.75,141122.34
P00514,Huawei Laptops Model 514,Laptops,Xiaomi,99355.27,59510.66
P00515,LG Accessories Model 515,Accessories,Logitech,14116.34,7891.18
P00516,Lenovo TV Model 516,TV,Sony,121320.6,86034.32
P00517,Huawei Gaming Model 517,Gaming,Huawei,17496.58,9843.92
P00518,Sony Gaming Model 518,Gaming,Lenovo,57407.73,45188.64
P00519,LG TV Model 519,TV,Logitech,88199.54,53619.26
P00520,Logitech TV Model 520,TV,Logitech,106600.31,81776.8
P00521,Asus Accessories Model 521,Accessories,Logitech,7000.18,4414.39
P00522,Lenovo Smartphones Model 522,Smartphones,Lenovo,101429.59,56806.68
P00523,Lenovo Gaming Model 523,Gaming,Sony,84855.46,52366.98
P00524,Sony Smartphones Model 524,Smartphones,LG,21053.46,15336.64
P00525,Huawei Laptops Model 525,Laptops,Asus,157258.39,95535.61
P00526,Xiaomi Headphones Model 526,Headphones,Asus,5991.07,3939.65
P00527,Acer Laptops Model 527,Laptops,Huawei,146739.83,108365.04
P00528,Lenovo Laptops Model 528,Laptops,Asus,62475.03,39685.38
P00529,Lenovo Smartphones Model 529,Smartphones,Xiaomi,110259.4,78927.15
P00530,Lenovo Gaming Model 530,Gaming,Asus,55423.95,38624.69
P00531,LG Headphones Model 531,Headphones,Asus,36263.21,27249.08
P00532,Xiaomi Headphones Model 532,Headphones,Acer,24270.53,18040.04
P00533,Xiaomi Smartphones Model 533,Smartphones,Acer,117385.38,73344.52
P00534,Apple Accessories Model 534,Accessories,Samsung,11648.5,6637.51
P00535,Asus Smartphones Model 535,Smartphones,Logitech,91143.21,71618.24
P00536,Asus Smartphones Model 536,Smartphones,LG,113670.7,84879.91
P00537,Apple Accessories Model 537,Accessories,Samsung,7090.12,4227.69
P00538,Asus Smartphones Model 538,Smartphones,LG,98037.6,64889.78
P00539,Lenovo Headphones Model 539,Headphones,Asus,33865.51,26918.55
P00540,Lenovo Smartphones Model 540,Smartphones,LG,33274.62,25205.47
P00541,Logitech TV Model 541,TV,Sony,164566.97,127991.71
P00542,Lenovo Laptops Model 542,Laptops,LG,126688.21,74337.03
P00543,Acer Laptops Model 543,Laptops,Acer,128975.67,97674.99
P00544,Huawei Headphones Model 544,Headphones,Huawei,29936.12,20590.14
P00545,Logitech Headphones Model 545,Headphones,Lenovo,17013.83,9398.98
P00546,Logitech Gaming Model 546,Gaming,Logitech,108558.72,78605.93
P00547,LG Smartphones Model 547,Smartphones,Acer,108814.38,81868.22
P00548,Sony TV Model 548,TV,Acer,122894.97,88706.77
P00549,LG TV Model 549,TV,Logitech,137618.75,88718.57
P00550,Lenovo Accessories Model 550,Accessories,Acer,10994.37,8284.52
P00551,Xiaomi Smart Home Model 551,Smart Home,Samsung,55096.18,33482.69
P00552,Samsung TV Model 552,TV,LG,171284.82,94761.69
P00553,Lenovo Laptops Model 553,Laptops,Logitech,140459.87,97716.09
P00554,Logitech Smart Home Model 554,Smart Home,Acer,2411.02,1346.63
P00555,Xiaomi TV Model 555,TV,Acer,142819.06,86504.29
P00556,Acer Smart Home Model 556,Smart Home,Asus,6128.7,4431.4
P00557,Logitech Smart Home Model 557,Smart Home,LG,41972.54,33258.9
P00558,LG TV Model 558,TV,Xiaomi,35453.96,26620.68
P00559,LG TV Model 559,TV,Samsung,176717.34,112859.94
P00560,Asus Headphones Model 560,Headphones,Huawei,20380.74,16083.49
P00561,Acer TV Model 561,TV,Sony,149012.64,95172.55
P00562,Acer Accessories Model 562,Accessories,Samsung,3909.57,2910.85
P00563,Huawei Headphones Model 563,Headphones,Xiaomi,3509.71,2059.5
P00564,Logitech Smart Home Model 564,Smart Home,LG,51589.19,34371.87
P00565,Samsung Smart Home Model 565,Smart Home,Xiaomi,55281.33,38192.66
P00566,Acer Laptops Model 566,Laptops,LG,134160.84,98276.62
P00567,Sony Smartphones Model 567,Smartphones,Asus,54599.32,40886.47
P00568,Xiaomi Smartphones Model 568,Smartphones,Apple,71000.31,51212.16
P00569,Xiaomi Smart Home Model 569,Smart Home,Samsung,18992.82,12793.55
P00570,Lenovo Gaming Model 570,Gaming,Huawei,110244.59,86356.61
P00571,Apple Laptops Model 571,Laptops,LG,61210.65,45797.65
P00572,Sony Gaming Model 572,Gaming,Lenovo,91455.1,50404.77
P00573,Sony Gaming Model 573,Gaming,Xiaomi,118070.13,71527.77
P00574,Apple Laptops Model 574,Laptops,Asus,117501.03,77580.22
P00575,Sony Gaming Model 575,Gaming,Apple,74862.07,44727.08
P00576,Logitech Headphones Model 576,Headphones,Acer,4267.16,2765.64
P00577,Logitech Headphones Model 577,Headphones,Sony,19871.73,13713.0
P00578,Asus Smart Home Model 578,Smart Home,LG,34288.05,26014.8
P00579,Huawei Gaming Model 579,Gaming,Acer,95814.87,57342.24
P00580,LG Gaming Model 580,Gaming,Samsung,12551.77,7218.42
P00581,Apple Gaming Model 581,Gaming,Lenovo,107906.26,71583.32
P00582,Acer Accessories Model 582,Accessories,Apple,3575.87,2229.15
P00583,Apple TV Model 583,TV,Logitech,120355.77,85445.73
P00584,Samsung Headphones Model 584,Headphones,Acer,11680.2,8224.82
P00585,Xiaomi Accessories Model 585,Accessories,Logitech,6567.95,5015.98
P00586,Lenovo TV Model 586,TV,Xiaomi,50260.69,39421.96
P00587,Xiaomi Gaming Model 587,Gaming,Xiaomi,41170.02,25721.09
P00588,Logitech Smartphones Model 588,Smartphones,Acer,55890.82,37698.5
P00589,Apple Headphones Model 589,Headphones,Samsung,35914.44,21058.31
P00590,Acer Accessories Model 590,Accessories,LG,13295.54,7931.49
P00591,Lenovo Laptops Model 591,Laptops,Logitech,60264.14,37829.08
P00592,Asus Laptops Model 592,Laptops,Lenovo,68726.19,54812.11
P00593,Asus Laptops Model 593,Laptops,Lenovo,158456.62,125936.15
P00594,Lenovo Smartphones Model 594,Smartphones,Logitech,36452.23,26438.67
P00595,LG Accessories Model 595,Accessories,Asus,13026.35,7259.85
P00596,Logitech Smartphones Model 596,Smartphones,Logitech,32660.89,24842.1
P00597,Asus Gaming Model 597,Gaming,Logitech,115855.65,83398.38
P00598,Xiaomi Smart Home Model 598,Smart Home,Acer,21811.82,17446.46
P00599,Asus Smart Home Model 599,Smart Home,Logitech,13316.14,8369.26
P00600,Xiaomi TV Model 600,TV,Samsung,106699.37,74888.0
P00601,Acer Gaming Model 601,Gaming,Apple,112362.63,78569.56
P00602,Apple Smartphones Model 602,Smartphones,Logitech,105139.2,74858.17
P00603,Lenovo Laptops Model 603,Laptops,Lenovo,202365.63,161855.9
P00604,LG Smartphones Model 604,Smartphones,Apple,78104.1,54417.96
P00605,Asus Headphones Model 605,Headphones,Lenovo,30051.2,22468.22
P00606,Samsung Smart Home Model 606,Smart Home,Lenovo,13474.41,8235.35
P00607,Huawei Smartphones Model 607,Smartphones,Sony,132367.32,73637.09
P00608,Apple Laptops Model 608,Laptops,Logitech,243910.24,171400.05
P00609,Asus Accessories Model 609,Accessories,Acer,12839.89,10141.07
P00610,Apple Smart Home Model 610,Smart Home,Acer,4528.2,3055.61
P00611,Xiaomi Laptops Model 611,Laptops,Sony,55051.4,37342.58
P00612,Sony TV Model 612,TV,Asus,122042.04,72115.33
P00613,Huawei Smart Home Model 613,Smart Home,Samsung,28703.88,22917.68
P00614,Asus Gaming Model 614,Gaming,Lenovo,92725.32,65878.73
P00615,Huawei Gaming Model 615,Gaming,Acer,43341.29,31424.13
P00616,Acer Laptops Model 616,Laptops,Asus,88190.97,52927.34
P00617,Asus Headphones Model 617,Headphones,Sony,13706.89,9402.45
P00618,Asus Gaming Model 618,Gaming,Sony,51842.17,35437.29
P00619,LG Smart Home Model 619,Smart Home,LG,22448.6,17849.6
P00620,Asus Laptops Model 620,Laptops,Xiaomi,143440.79,84297.68
P00621,Apple TV Model 621,TV,Sony,137161.49,91236.36
P00622,Acer Accessories Model 622,Accessories,Sony,9152.21,6557.15
P00623,Samsung Smart Home Model 623,Smart Home,Xiaomi,27517.86,18203.95
P00624,Sony Gaming Model 624,Gaming,Logitech,23688.09,14517.64
P00625,Xiaomi TV Model 625,TV,Asus,95254.34,69264.92
P00626,Logitech Accessories Model 626,Accessories,Logitech,2593.89,1838.99
P00627,Asus Headphones Model 627,Headphones,Asus,29882.59,21982.47
P00628,Acer Headphones Model 628,Headphones,Acer,15355.55,11034.63
P00629,LG TV Model 629,TV,Acer,28951.67,20204.5
P00630,Lenovo Smartphones Model 630,Smartphones,Huawei,45666.54,26023.76
P00631,Apple Smart Home Model 631,Smart Home,Samsung,7961.56,5459.87
P00632,Sony Smartphones Model 632,Smartphones,Sony,19746.67,13057.96
P00633,Samsung Gaming Model 633,Gaming,LG,45526.38,34382.68
P00634,LG Gaming Model 634,Gaming,Samsung,30617.48,22074.2
P00635,Samsung Smart Home Model 635,Smart Home,Acer,15301.47,8649.09
P00636,LG Smartphones Model 636,Smartphones,Sony,83005.1,51245.37
P00637,Logitech Accessories Model 637,Accessories,Huawei,896.13,493.6
P00638,Xiaomi Accessories Model 638,Accessories,Logitech,5314.12,3246.58
P00639,Apple Smart Home Model 639,Smart Home,Acer,41111.65,26621.85
P00640,Xiaomi TV Model 640,TV,Lenovo,103137.14,71616.4
P00641,Logitech Smart Home Model 641,Smart Home,Logitech,58206.54,32764.43
P00642,LG Accessories Model 642,Accessories,Sony,12877.26,9345.72
P00643,Logitech Accessories Model 643,Accessories,Lenovo,1799.8,1125.06
P00644,Sony Headphones Model 644,Headphones,Lenovo,39289.01,22642.97
P00645,Logitech Headphones Model 645,Headphones,Acer,15454.89,9073.48
P00646,Acer TV Model 646,TV,Samsung,143367.09,82673.1
P00647,LG TV Model 647,TV,Xiaomi,174946.38,122118.94
P00648,Xiaomi Laptops Model 648,Laptops,LG,93798.99,53822.09
P00649,Logitech Headphones Model 649,Headphones,Lenovo,23620.6,16291.61
P00650,Apple Laptops Model 650,Laptops,Huawei,34352.08,20592.59
P00651,Acer Laptops Model 651,Laptops,Acer,143668.47,104691.6
P00652,Apple Accessories Model 652,Accessories,Samsung,13224.93,7481.78
P00653,Sony Gaming Model 653,Gaming,Logitech,13267.11,9597.38
P00654,Asus Gaming Model 654,Gaming,Asus,106119.62,78006.64
P00655,Logitech TV Model 655,TV,Logitech,68874.79,42726.71
P00656,LG Smart Home Model 656,Smart Home,Asus,3323.6,2284.88
P00657,Apple Smartphones Model 657,Smartphones,Sony,90426.25,55162.18
P00658,Logitech Smartphones Model 658,Smartphones,LG,129012.8,86090.81
P00659,Asus Accessories Model 659,Accessories,Apple,13132.35,7781.08
P00660,Acer Smartphones Model 660,Smartphones,Logitech,102559.7,76868.93
P00661,Huawei Headphones Model 661,Headphones,Huawei,36627.18,22050.83
P00662,Huawei Gaming Model 662,Gaming,Logitech,48317.64,26628.98
P00663,Acer Laptops Model 663,Laptops,Huawei,163413.83,119352.78
P00664,Logitech Smartphones Model 664,Smartphones,Asus,140344.28,97625.42
P00665,Logitech Headphones Model 665,Headphones,Samsung,16292.65,10199.46
