product_id,product_name,category,brand,price,cost
P00666,Asus TV Model 666,TV,Huawei,153879.41,87107.35
P00667,Huawei Smart Home Model 667,Smart Home,LG,6285.24,3888.47
P00668,Lenovo TV Model 668,TV,Apple,111920.69,69588.27
P00669,Sony Smartphones Model 669,Smartphones,Acer,126577.59,92645.97
P00670,Xiaomi TV Model 670,TV,Samsung,75329.8,50908.97
P00671,Sony Accessories Model 671,Accessories,Sony,3247.45,1825.41
P00672,Samsung Headphones Model 672,Headphones,Xiaomi,38169.86,21874.87
P00673,Sony TV Model 673,TV,Samsung,146190.86,113483.91
P00674,Logitech Laptops Model 674,Laptops,Asus,87500.09,49832.48
P00675,Samsung Laptops Model 675,Laptops,Acer,177604.77,100665.18
P00676,Xiaomi Headphones Model 676,Headphones,Sony,36523.16,25505.39
P00677,Sony Laptops Model 677,Laptops,LG,208418.08,118582.27
P00678,Huawei Smartphones Model 678,Smartphones,Sony,54244.47,35511.6
P00679,Xiaomi Accessories Model 679,Accessories,Apple,4679.79,2965.2
P00680,Asus TV Model 680,TV,Apple,155490.07,95851.56
P00681,Asus Gaming Model 681,Gaming,Asus,56850.54,41122.59
P00682,Lenovo Smartphones Model 682,Smartphones,Logitech,96736.12,65947.9
P00683,LG Smart Home Model 683,Smart Home,LG,11054.09,6231.08
P00684,Xiaomi TV Model 684,TV,Acer,121976.67,83421.83
P00685,Xiaomi Headphones Model 685,Headphones,Apple,34151.3,19296.77
P00686,Asus TV Model 686,TV,LG,69798.09,47334.65
P00687,Logitech Gaming Model 687,Gaming,Sony,101757.5,61048.18
P00688,Acer Smartphones Model 688,Smartphones,Logitech,67462.76,52392.36
P00689,Sony Laptops Model 689,Laptops,Xiaomi,82383.24,49289.56
P00690,Asus TV Model 690,TV,Xiaomi,55767.0,35134.51
P00691,Lenovo TV Model 691,TV,Asus,172094.36,104085.55
P00692,Logitech TV Model 692,TV,Samsung,140737.02,97228.25
P00693,Xiaomi Headphones Model 693,Headphones,Samsung,20471.62,14431.79
P00694,Xiaomi Laptops Model 694,Laptops,Huawei,225810.54,144271.3
P00695,LG Accessories Model 695,Accessories,Acer,11121.48,7498.22
P00696,Asus Smart Home Model 696,Smart Home,Asus,37811.14,28882.35
P00697,Xiaomi TV Model 697,TV,LG,116285.95,64880.58
P00698,Asus Smartphones Model 698,Smartphones,Xiaomi,135886.53,106547.88
P00699,Samsung Headphones Model 699,Headphones,Sony,25974.69,17369.94
P00700,Acer Smartphones Model 700,Smartphones,Huawei,22114.78,16326.58
P00701,LG Headphones Model 701,Headphones,Apple,8604.39,5498.23
P00702,Xiaomi Gaming Model 702,Gaming,Lenovo,100546.04,78798.75
P00703,Apple Smart Home Model 703,Smart Home,Huawei,6709.06,5135.91
P00704,Samsung TV Model 704,TV,Lenovo,96654.71,76026.1
P00705,Sony Headphones Model 705,Headphones,Logitech,19649.98,15480.57
P00706,Huawei Smart Home Model 706,Smart Home,LG,24150.05,17592.8
P00707,Acer Accessories Model 707,Accessories,Xiaomi,12968.18,7143.25
P00708,Acer Headphones Model 708,Headphones,Logitech,38098.71,22418.17
P00709,Asus Gaming Model 709,Gaming,Acer,65784.22,50062.56
P00710,Acer TV Model 710,TV,LG,136139.42,77641.29
P00711,Sony Smart Home Model 711,Smart Home,Samsung,26017.56,18734.22
P00712,Lenovo Smartphones Model 712,Smartphones,Samsung,138366.11,108145.91
P00713,Acer Laptops Model 713,Laptops,Sony,240459.7,133771.01
P00714,Asus TV Model 714,TV,Logitech,121321.99,94863.97
P00715,Xiaomi Accessories Model 715,Accessories,Huawei,13297.02,10603.34
P00716,Huawei Laptops Model 716,Laptops,Huawei,205304.59,122733.85
P00717,Lenovo Smart Home Model 717,Smart Home,Lenovo,24416.77,16640.58
P00718,Acer Headphones Model 718,Headphones,Samsung,6675.91,4516.08
P00719,Logitech Smart Home Model 719,Smart Home,Huawei,30480.74,24000.81
P00720,Acer TV Model 720,TV,Samsung,53297.34,36572.48
P00721,Samsung Accessories Model 721,Accessories,Samsung,8902.86,5384.89
P00722,Huawei Headphones Model 722,Headphones,Huawei,15279.99,12115.82
P00723,Logitech Headphones Model 723,Headphones,Asus,26257.44,16941.54
P00724,Apple Smart Home Model 724,Smart Home,Acer,38734.18,22004.63
P00725,Lenovo Smart Home Model 725,Smart Home,Asus,16414.72,10326.62
P00726,Logitech Smartphones Model 726,Smartphones,Apple,115194.03,71775.72
P00727,Asus Accessories Model 727,Accessories,Asus,10520.15,6652.28
P00728,Xiaomi Gaming Model 728,Gaming,Samsung,57075.2,42406.53
P00729,Logitech TV Model 729,TV,Asus,100119.14,70965.93
P00730,Logitech TV Model 730,TV,Lenovo,26297.91,19711.29
P00731,Apple Gaming Model 731,Gaming,Acer,15935.79,9730.3
P00732,Sony TV Model 732,TV,Apple,33787.68,21632.87
P00733,Acer Smart Home Model 733,Smart Home,Xiaomi,18410.39,12995.04
P00734,LG TV Model 734,TV,Asus,127664.38,95833.72
P00735,Asus Smartphones Model 735,Smartphones,Huawei,66260.21,39038.75
P00736,LG Accessories Model 736,Accessories,Samsung,12031.95,6860.49
P00737,Huawei Gaming Model 737,Gaming,Samsung,40750.06,26904.01
P00738,Lenovo Laptops Model 738,Laptops,Huawei,133426.35,105522.19
P00739,Sony Laptops Model 739,Laptops,Lenovo,86604.36,58647.46
P00740,Lenovo Headphones Model 740,Headphones,Sony,38782.23,28168.42
P00741,Logitech Smartphones Model 741,Smartphones,Huawei,109508.66,81336.54
P00742,Samsung Headphones Model 742,Headphones,Asus,3419.9,2083.63
P00743,Logitech Gaming Model 743,Gaming,LG,50329.54,39585.31
P00744,LG TV Model 744,TV,Huawei,128792.88,95205.27
P00745,Samsung Smart Home Model 745,Smart Home,Xiaomi,28730.47,22264.25
P00746,Xiaomi Smart Home Model 746,Smart Home,Sony,19094.15,11373.93
P00747,Logitech Gaming Model 747,Gaming,Xiaomi,88293.87,66670.55
P00748,Acer Laptops Model 748,Laptops,Lenovo,109409.8,80437.69
P00749,Acer Laptops Model 749,Laptops,Apple,45335.03,27466.28
P00750,Huawei TV Model 750,TV,Samsung,30343.43,17379.71
P00751,Lenovo Headphones Model 751,Headphones,LG,5063.6,2862.02
P00752,Huawei Headphones Model 752,Headphones,Asus,22423.57,15935.16
P00753,Xiaomi Gaming Model 753,Gaming,Lenovo,56327.46,41971.54
P00754,Xiaomi Gaming Model 754,Gaming,Samsung,82040.65,50446.96
P00755,Sony Headphones Model 755,Headphones,Xiaomi,25059.58,18059.51
P00756,Sony Accessories Model 756,Accessories,Samsung,11175.5,6604.23
P00757,Acer Accessories Model 757,Accessories,Asus,14095.94,8018.12
P00758,Sony Smart Home Model 758,Smart Home,Lenovo,5997.55,3449.29
P00759,Asus Smart Home Model 759,Smart Home,LG,29042.9,20812.84
P00760,Apple Smartphones Model 760,Smartphones,Apple,114700.64,84159.15
P00761,LG TV Model 761,TV,Asus,156876.53,109010.54
P00762,Apple TV Model 762,TV,Acer,114478.62,64556.39
P00763,Sony TV Model 763,TV,Sony,170082.68,121616.02
P00764,Apple Headphones Model 764,Headphones,Lenovo,35486.25,20946.47
P00765,Xiaomi Gaming Model 765,Gaming,Huawei,79941.59,53636.67
P00766,Logitech Laptops Model 766,Laptops,LG,86286.75,62664.83
P00767,Huawei Laptops Model 767,Laptops,Logitech,51444.65,35655.95
P00768,Huawei Accessories Model 768,Accessories,Lenovo,9775.48,7721.16
P00769,Logitech Smartphones Model 769,Smartphones,Logitech,38028.7,28262.44
P00770,Asus Smartphones Model 770,Smartphones,Apple,85290.79,47629.6
P00771,Acer Laptops Model 771,Laptops,Xiaomi,121094.78,91343.57
P00772,Apple Gaming Model 772,Gaming,LG,29133.42,19057.09
P00773,Lenovo Gaming Model 773,Gaming,Lenovo,33885.49,27020.61
P00774,Samsung Accessories Model 774,Accessories,Logitech,14043.22,8206.36
P00775,Lenovo Gaming Model 775,Gaming,LG,45125.36,31822.45
P00776,Sony Laptops Model 776,Laptops,Samsung,35787.1,24964.95
P00777,Asus Accessories Model 777,Accessories,Asus,4554.39,2752.59
P00778,LG TV Model 778,TV,Apple,115866.38,77385.0
P00779,Huawei Smartphones Model 779,Smartphones,Logitech,134214.14,104954.85
P00780,Huawei Headphones Model 780,Headphones,Logitech,39387.35,27236.98
P00781,Apple TV Model 781,TV,LG,78659.59,46658.08
P00782,Lenovo Accessories Model 782,Accessories,Lenovo,2855.82,2132.62
P00783,Samsung TV Model 783,TV,Huawei,97847.9,69187.2
P00784,Samsung Laptops Model 784,Laptops,Samsung,50850.53,35124.61
P00785,Sony Smartphones Model 785,Smartphones,Apple,34979.13,23833.95
P00786,Huawei TV Model 786,TV,Acer,128011.34,80210.21
P00787,LG TV Model 787,TV,Huawei,157518.93,98888.68
P00788,LG Laptops Model 788,Laptops,Acer,182423.86,110091.72
P00789,LG TV Model 789,TV,Acer,154314.74,89632.0
P00790,Acer Gaming Model 790,Gaming,Huawei,106219.8,69796.91
P00791,Huawei Smartphones Model 791,Smartphones,Logitech,91931.38,55524.16
P00792,Huawei Smartphones Model 792,Smartphones,Huawei,37077.32,20945.19
P00793,LG Smartphones Model 793,Smartphones,Huawei,122918.43,69530.56
P00794,Asus Smartphones Model 794,Smartphones,LG,124466.23,81969.36
P00795,LG Laptops Model 795,Laptops,Samsung,184417.86,110706.1
P00796,Apple Smartphones Model 796,Smartphones,Lenovo,75187.37,50481.42
P00797,Logitech TV Model 797,TV,Asus,65762.83,41933.19
P00798,Samsung Accessories Model 798,Accessories,Logitech,1390.99,841.04
P00799,Xiaomi Smartphones Model 799,Smartphones,Apple,50925.14,33047.68
P00800,Huawei Accessories Model 800,Accessories,LG,6055.01,3484.17
P00801,Sony Laptops Model 801,Laptops,LG,170925.79,108460.95
P00802,Apple Headphones Model 802,Headphones,LG,21739.96,15411.68
P00803,Acer Headphones Model 803,Headphones,Logitech,7921.88,4774.15
P00804,Logitech Smartphones Model 804,Smartphones,Asus,117518.34,80878.08
P00805,Acer Laptops Model 805,Laptops,LG,227727.03,176070.91
P00806,Lenovo Smartphones Model 806,Smartphones,Asus,102372.86,67186.77
P00807,Asus Headphones Model 807,Headphones,Lenovo,25344.52,18881.86
P00808,Samsung Headphones Model 808,Headphones,Samsung,14530.62,9817.18
P00809,Samsung Smartphones Model 809,Smartphones,Apple,144230.04,114399.37
P00810,Huawei Gaming Model 810,Gaming,Apple,7434.03,4290.13
P00811,Huawei Smart Home Model 811,Smart Home,Asus,56495.78,39473.52
P00812,Lenovo Smart Home Model 812,Smart Home,LG,19946.68,14747.65
P00813,Lenovo Gaming Model 813,Gaming,Asus,7010.58,4528.42
P00814,Xiaomi Accessories Model 814,Accessories,LG,13718.1,10225.21
P00815,Asus Headphones Model 815,Headphones,Sony,27238.87,15367.27
P00816,Huawei TV Model 816,TV,Acer,28451.43,15796.92
P00817,Acer Smart Home Model 817,Smart Home,Samsung,46871.13,36565.37
P00818,Sony Smartphones Model 818,Smartphones,Apple,116668.46,71687.2
P00819,Apple Smart Home Model 819,Smart Home,Sony,57984.01,38059.1
P00820,Sony TV Model 820,TV,Apple,94117.88,68964.05
P00821,Huawei Accessories Model 821,Accessories,Asus,7383.86,4770.49
P00822,Lenovo Smartphones Model 822,Smartphones,Asus,121693.23,88351.81
P00823,LG TV Model 823,TV,Huawei,91042.66,59721.11
P00824,LG Headphones Model 824,Headphones,Sony,13749.96,8727.05
P00825,LG Gaming Model 825,Gaming,Asus,107615.06,70999.52
P00826,Asus Gaming Model 826,Gaming,Huawei,62595.6,48561.41
P00827,Xiaomi Accessories Model 827,Accessories,Logitech,5426.88,4002.08
P00828,Huawei Smart Home Model 828,Smart Home,Logitech,7402.15,5704.27
P00829,LG Accessories Model 829,Accessories,Lenovo,889.48,642.49
P00830,Asus Accessories Model 830,Accessories,LG,2001.52,1508.82
P00831,Huawei Laptops Model 831,Laptops,Samsung,237373.57,172461.41
P00832,Huawei Smartphones Model 832,Smartphones,Sony,78029.37,52523.75
P00833,LG Laptops Model 833,Laptops,Huawei,210653.32,125312.47
P00834,Sony TV Model 834,TV,Acer,67668.99,51639.35
P00835,Apple Headphones Model 835,Headphones,Asus,7773.84,5176.11
P00836,Huawei Smart Home Model 836,Smart Home,Logitech,21019.33,13788.02
P00837,Acer Laptops Model 837,Laptops,Xiaomi,112121.29,85650.28
P00838,Xiaomi Smart Home Model 838,Smart Home,Asus,58601.7,42114.27
P00839,Lenovo Smart Home Model 839,Smart Home,LG,37031.94,27358.52
P00840,Lenovo Gaming Model 840,Gaming,LG,97295.77,66470.12
P00841,Sony Laptops Model 841,Laptops,Acer,164739.32,96764.02
P00842,Logitech Accessories Model 842,Accessories,Xiaomi,6943.14,5415.73
P00843,LG Gaming Model 843,Gaming,Asus,47920.85,37072.67
P00844,Xiaomi TV Model 844,TV,Logitech,28020.23,16787.92
P00845,Xiaomi Gaming Model 845,Gaming,Samsung,70639.13,41305.49
P00846,LG Headphones Model 846,Headphones,Samsung,10844.13,7740.92
P00847,LG Smart Home Model 847,Smart Home,Huawei,34114.31,20959.57
P00848,Logitech Headphones Model 848,Headphones,Sony,7713.3,5432.52
P00849,Samsung Headphones Model 849,Headphones,Sony,5018.94,3198.21
P00850,Lenovo Gaming Model 850,Gaming,Logitech,96875.01,76849.81
P00851,Apple Accessories Model 851,Accessories,Logitech,4113.21,2606.77
P00852,Xiaomi Laptops Model 852,Laptops,Logitech,132857.66,104872.11
P00853,Lenovo Smartphones Model 853,Smartphones,Sony,59076.19,41254.81
P00854,Apple Gaming Model 854,Gaming,LG,43976.63,25172.58
P00855,Sony Smartphones Model 855,Smartphones,LG,62032.31,37287.62
P00856,Asus Laptops Model 856,Laptops,Samsung,187401.85,141600.35
P00857,Sony Smartphones Model 857,Smartphones,Huawei,126886.88,82812.7
P00858,Samsung Smartphones Model 858,Smartphones,Asus,65350.44,47608.22
P00859,LG Laptops Model 859,Laptops,Sony,238513.25,132158.27
P00860,Asus Accessories Model 860,Accessories,Samsung,7679.39,6064.04
P00861,Sony Smart Home Model 861,Smart Home,LG,54080.96,41442.86
P00862,Asus Smart Home Model 862,Smart Home,Sony,22142.72,16239.06
P00863,Logitech Gaming Model 863,Gaming,Acer,97879.3,73540.9
P00864,LG Accessories Model 864,Accessories,Acer,3977.56,2410.84
P00865,Asus TV Model 865,TV,Sony,179183.07,105164.35
P00866,Asus TV Model 866,TV,Acer,128652.78,86028.69
P00867,Xiaomi Laptops Model 867,Laptops,Logitech,89838.45,68530.4
P00868,Huawei Accessories Model 868,Accessories,Lenovo,11459.65,7875.59
P00869,Lenovo Headphones Model 869,Headphones,Apple,28483.86,15750.77
P00870,Samsung Headphones Model 870,Headphones,Samsung,37902.15,30095.11
P00871,Samsung Headphones Model 871,Headphones,LG,19906.3,14313.37
P00872,Logitech Laptops Model 872,Laptops,Lenovo,32097.61,20797.06
P00873,Apple Smartphones Model 873,Smartphones,Huawei,75443.94,54827.55
P00874,Lenovo Laptops Model 874,Laptops,Asus,217612.54,148629.06
P00875,Acer TV Model 875,TV,Sony,142632.84,99848.43
P00876,Samsung Smart Home Model 876,Smart Home,LG,16458.12,11050.23
P00877,Asus Laptops Model 877,Laptops,Logitech,210544.71,158605.4
P00878,Apple Smart Home Model 878,Smart Home,Logitech,28388.47,15615.04
P00879,Sony Headphones Model 879,Headphones,Huawei,33735.23,22119.23
P00880,Acer Headphones Model 880,Headphones,Lenovo,38331.62,23300.39
P00881,Logitech Smart Home Model 881,Smart Home,Apple,49933.72,36559.17
P00882,Sony Smart Home Model 882,Smart Home,Xiaomi,49619.81,28368.46
P00883,Huawei Accessories Model 883,Accessories,Huawei,11034.59,7894.43
P00884,Asus Gaming Model 884,Gaming,Acer,81362.48,50770.04
P00885,Acer TV Model 885,TV,Asus,58744.96,37072.43
P00886,Apple TV Model 886,TV,Samsung,105029.9,77281.98
P00887,Huawei Smartphones Model 887,Smartphones,Sony,67184.27,51549.08
P00888,Xiaomi Gaming Model 888,Gaming,Sony,73201.6,45593.71
P00889,LG TV Model 889,TV,LG,41009.99,30995.51
P00890,Sony Headphones Model 890,Headphones,LG,32471.01,20920.35
P00891,Lenovo TV Model 891,TV,Acer,174077.71,99477.34
P00892,Xiaomi Headphones Model 892,Headphones,Samsung,12041.16,8034.77
P00893,Asus Headphones Model 893,Headphones,Apple,6744.51,5123.45
P00894,Sony Smartphones Model 894,Smartphones,Samsung,65375.05,42879.13
P00895,Lenovo Gaming Model 895,Gaming,Sony,25677.41,19484.69
P00896,Apple Smartphones Model 896,Smartphones,Xiaomi,113235.88,75926.83
P00897,Asus Headphones Model 897,Headphones,Asus,27240.34,20847.6
P00898,Xiaomi TV Model 898,TV,Xiaomi,84586.43,63746.52
P00899,Huawei Smart Home Model 899,Smart Home,Sony,5164.08,3429.03
P00900,Samsung Headphones Model 900,Headphones,Huawei,23842.16,14638.13
P00901,Asus Smart Home Model 901,Smart Home,Huawei,31861.49,24333.17
P00902,Lenovo Smart Home Model 902,Smart Home,Huawei,53249.02,34826.86
P00903,Huawei TV Model 903,TV,Sony,168878.66,95662.29
P00904,Huawei TV Model 904,TV,Sony,110128.54,85992.8
P00905,Sony Smartphones Model 905,Smartphones,Huawei,95395.12,76267.98
P00906,Huawei Smartphones Model 906,Smartphones,Xiaomi,121143.73,90732.54
P00907,Samsung Accessories Model 907,Accessories,Huawei,9115.91,5094.88
P00908,Samsung Gaming Model 908,Gaming,Samsung,115540.35,84739.0
P00909,Lenovo Headphones Model 909,Headphones,Xiaomi,4528.63,3445.79
P00910,Apple TV Model 910,TV,Acer,141896.16,112033.64
P00911,LG Smart Home Model 911,Smart Home,Lenovo,32995.45,22094.28
P00912,Samsung Headphones Model 912,Headphones,Acer,20231.0,11537.25
P00913,Huawei Laptops Model 913,Laptops,Apple,33229.43,23763.13
P00914,Samsung Smart Home Model 914,Smart Home,Lenovo,25680.59,19523.34
P00915,Lenovo TV Model 915,TV,Apple,89344.11,71046.67
P00916,Logitech Gaming Model 916,Gaming,Asus,107505.5,83723.72
P00917,Apple TV Model 917,TV,Asus,119022.55,74655.36
P00918,Acer TV Model 918,TV,Xiaomi,79474.61,61407.05
P00919,Logitech Gaming Model 919,Gaming,LG,92065.8,59617.53
P00920,LG Smartphones Model 920,Smartphones,Apple,49470.81,28495.63
P00921,Xiaomi Accessories Model 921,Accessories,Huawei,1423.46,854.1
P00922,Acer TV Model 922,TV,Huawei,107848.47,66018.08
P00923,Acer Smartphones Model 923,Smartphones,Lenovo,73285.41,50798.2
P00924,Samsung Gaming Model 924,Gaming,Sony,97897.93,71102.66
P00925,Asus Smartphones Model 925,Smartphones,Logitech,144999.32,84797.86
P00926,LG Accessories Model 926,Accessories,Xiaomi,14273.48,10910.52
P00927,Huawei Smart Home Model 927,Smart Home,Samsung,15384.39,10834.67
P00928,Samsung Accessories Model 928,Accessories,Samsung,8651.77,5628.88
P00929,Samsung Headphones Model 929,Headphones,Xiaomi,39139.79,25240.94
P00930,Sony Laptops Model 930,Laptops,Lenovo,154941.36,88685.42
P00931,LG Laptops Model 931,Laptops,LG,121430.2,77043.36
P00932,LG Accessories Model 932,Accessories,Apple,11248.03,6556.98
P00933,Acer TV Model 933,TV,Sony,88355.44,62859.29
P00934,Asus Headphones Model 934,Headphones,Logitech,24186.58,14007.21
P00935,Lenovo Smart Home Model 935,Smart Home,Huawei,20260.54,14022.82
P00936,Apple Gaming Model 936,Gaming,Sony,92047.98,53764.11
P00937,Asus Smart Home Model 937,Smart Home,Apple,25902.52,19041.7
P00938,Apple TV Model 938,TV,Xiaomi,136325.02,107129.11
P00939,Asus Gaming Model 939,Gaming,Lenovo,37996.37,27052.28
P00940,Samsung Gaming Model 940,Gaming,Asus,33502.76,23265.34
P00941,Huawei TV Model 941,TV,Xiaomi,167139.41,124102.56
P00942,Sony Smartphones Model 942,Smartphones,Acer,67259.99,50717.25
P00943,Lenovo Smartphones Model 943,Smartphones,Huawei,82650.95,58810.08
P00944,Samsung Gaming Model 944,Gaming,Apple,29971.29,21973.28
P00945,Asus Headphones Model 945,Headphones,Sony,12690.76,7282.02
P00946,Acer Gaming Model 946,Gaming,Apple,42078.55,28804.86
P00947,Huawei TV Model 947,TV,Acer,47171.43,33598.56
P00948,LG Accessories Model 948,Accessories,Huawei,1384.9,1107.02
P00949,Xiaomi Headphones Model 949,Headphones,LG,4557.89,2978.5
P00950,Sony Laptops Model 950,Laptops,Acer,63272.87,49274.38
P00951,Lenovo Headphones Model 951,Headphones,Logitech,15312.97,8752.05
P00952,Lenovo Smart Home Model 952,Smart Home,Xiaomi,42231.67,27520.11
P00953,Lenovo Accessories Model 953,Accessories,Asus,5250.64,3292.95
P00954,Asus Headphones Model 954,Headphones,Samsung,36784.8,24628.0
P00955,Logitech Headphones Model 955,Headphones,Acer,23731.15,14489.68
P00956,Apple Laptops Model 956,Laptops,Asus,226969.36,166372.06
P00957,Logitech Gaming Model 957,Gaming,Lenovo,22049.97,14654.65
P00958,Apple TV Model 958,TV,Logitech,149791.99,117414.51
P00959,Huawei Smart Home Model 959,Smart Home,Sony,37402.46,28260.01
P00960,Asus TV Model 960,TV,Logitech,132430.59,81944.31
P00961,LG Accessories Model 961,Accessories,Logitech,5255.11,3359.74
P00962,Logitech Smart Home Model 962,Smart Home,LG,51060.6,36233.04
P00963,LG Smart Home Model 963,Smart Home,Samsung,41254.36,29512.96
P00964,Asus Headphones Model 964,Headphones,LG,14351.43,9947.43
P00965,Lenovo Smartphones Model 965,Smartphones,Sony,116901.7,67188.31
P00966,Xiaomi TV Model 966,TV,Apple,156974.3,86765.48
P00967,Xiaomi Smartphones Model 967,Smartphones,LG,129911.19,80550.59
P00968,Xiaomi Headphones Model 968,Headphones,Acer,6870.65,5375.94
P00969,Acer Smart Home Model 969,Smart Home,Samsung,2350.48,1529.59
P00970,Asus TV Model 970,TV,Sony,40379.38,23340.87
P00971,Sony Smart Home Model 971,Smart Home,Apple,42362.31,27443.5
P00972,Huawei Laptops Model 972,Laptops,LG,104984.2,75074.11
P00973,Sony Accessories Model 973,Accessories,Lenovo,12525.7,9093.84
P00974,Huawei TV Model 974,TV,Samsung,43326.8,31828.77
P00975,Xiaomi Headphones Model 975,Headphones,Sony,20268.3,11464.07
P00976,Huawei Headphones Model 976,Headphones,Lenovo,38214.16,28216.94
P00977,Apple Smartphones Model 977,Smartphones,LG,104826.6,77536.97
P00978,Acer Gaming Model 978,Gaming,Huawei,71538.59,43639.14
P00979,Acer Gaming Model 979,Gaming,LG,16805.09,9247.77
P00980,Samsung Gaming Model 980,Gaming,Acer,69688.81,48792.59
P00981,LG Gaming Model 981,Gaming,Sony,40450.17,29575.35
P00982,Huawei Headphones Model 982,Headphones,Acer,34679.97,19275.36
P00983,Apple Accessories Model 983,Accessories,Acer,13842.06,10079.32
P00984,Apple TV Model 984,TV,Xiaomi,63236.67,45272.8
P00985,Huawei Smart Home Model 985,Smart Home,Apple,59099.93,36816.86
P00986,Asus Accessories Model 986,Accessories,Lenovo,9034.03,5667.5
P00987,Logitech TV Model 987,TV,Sony,140039.9,87616.13
P00988,Asus Headphones Model 988,Headphones,Sony,12767.64,9769.87
P00989,Acer Smart Home Model 989,Smart Home,Sony,14725.29,8945.22
P00990,Apple Accessories Model 990,Accessories,Logitech,1282.29,872.21
P00991,Samsung Gaming Model 991,Gaming,Logitech,23915.69,14105.48
P00992,Sony TV Model 992,TV,Samsung,94868.99,71250.59
P00993,Huawei Accessories Model 993,Accessories,LG,1863.59,1312.32
P00994,Xiaomi Smartphones Model 994,Smartphones,Logitech,91171.26,59045.87
P00995,LG Headphones Model 995,Headphones,Lenovo,22515.17,16484.23
P00996,Sony Smart Home Model 996,Smart Home,LG,26987.54,18238.92
P00997,Asus Gaming Model 997,Gaming,Acer,49330.24,34365.51
P00998,Logitech Accessories Model 998,Accessories,Huawei,9767.78,5699.78
P00999,Acer Accessories Model 999,Accessories,Logitech,2899.91,2105.36
P01000,Xiaomi Headphones Model 1000,Headphones,Xiaomi,4811.39,2906.9
